Features,Best Model,Train Precision,Train Reward,Test Precision,Test Reward,Best Threshold
"('rsi_limit_4h', 'rsi_convergence', 'williams_limit_4h')",XGBClassifier,0.22060957910014514,-385,0.24528301886792453,-108,0.55
"('cci_4h', 'ema_20_channel', 'macd_slope_4h')",XGBClassifier,0.2513089005235602,-95,0.16279069767441862,-29,0.55
"('bb_middle_crossing', 'squeeze_momentum', 'adx_max_21')",XGBClassifier,0.22735346358792186,-614,0.22033898305084745,-165,0.55
"('cci_4h', 'bb_sqeeze_both_direction_4h', 'rsi_break_4h')",XGBClassifier,0.17825960419091968,-4422,0.1825938566552901,-1116,0.5
"('cci_4h', 'adx_max_4h', 'williams_limit_4h')",XGBClassifier,0.3055555555555556,-14,0.2727272727272727,-5,0.6
"('macd_max', 'rsi_break_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.4,-1,0.0,0,0.55
"('macd_convergence', 'rsi', 'macd')",XGBClassifier,0.240128068303095,-487,0.25735294117647056,-132,0.55
"('cci_4h', 'rsi_limit_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.17756292203806015,-4202,0.1918568784700802,-999,0.5
"('macd', 'williams_break', 'macd_slope_4h')",XGBClassifier,0.19761668321747766,-2436,0.20333988212180745,-604,0.5
"('cci_4h', 'macd', 'macd_max_4h')",XGBClassifier,0.24396135265700483,-212,0.2336448598130841,-57,0.6
"('squeeze_momentum', 'rsi_convergence5_40', 'macd_slope_4h')",XGBClassifier,0.23872679045092837,-197,0.23958333333333334,-50,0.55
"('adx_max_48', 'squeeze_momentum', 'adx')",XGBClassifier,0.1714021000617665,-4256,0.17541692402717726,-1051,0.5
"('cci', 'rsi_convergence', 'ema_10_50')",XGBClassifier,0.23219814241486067,-346,0.23655913978494625,-98,0.55
"('rsi', 'adx_max_48', 'rsi_convergence5_40')",XGBClassifier,0.2857142857142857,-54,0.05714285714285714,-31,0.55
"('cci', 'macd', 'adx_max_21')",XGBClassifier,0.2727272727272727,-20,0.1,-8,0.55
"('bb_sqeeze_both_direction_4h', 'squeeze_momentum', 'rsi_convergence5_40')",XGBClassifier,0.17240459033893782,-4910,0.18282988871224165,-1197,0.5
"('macd_zero', 'rsi_limit_4h', 'adx_max_21')",XGBClassifier,0.2021878536401358,-1579,0.18518518518518517,-442,0.55
"('squeeze_momentum', 'adx_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.20220264317180617,-1352,0.22108843537414966,-328,0.5
"('adx_slope', 'ema_10_50', 'adx_max_4h')",XGBClassifier,0.2055573097568677,-1865,0.2065081351689612,-469,0.55
"('bb_middle_crossing', 'rsi_convergence', 'bb_sqeeze_both_direction')",XGBClassifier,0.36283185840707965,-31,0.3103448275862069,-11,0.55
"('bb_middle_crossing_4h', 'bb_sqeeze_both_direction', 'adx_max_21')",XGBClassifier,0.3333333333333333,-5,0.25,-2,0.55
"('adx_slope', 'macd_max_4h', 'ema_20_channel')",XGBClassifier,0.24924012158054712,-165,0.25316455696202533,-39,0.55
"('macd_zero', 'bb_middle_crossing_4h', 'williams_limit_4h')",XGBClassifier,0.21036948748510131,-972,0.19592875318066158,-239,0.55
"('bb_sqeeze_both_direction_4h', 'rsi_convergence5_40', 'macd_slope_4h')",XGBClassifier,0.1800421375215476,-3341,0.1831306990881459,-834,0.5
"('ema_20_channel', 'bb_sqeeze_both_direction', 'adx')",XGBClassifier,0.2222222222222222,-160,0.14516129032258066,-44,0.55
"('adx_slope', 'macd', 'adx_max_4h')",XGBClassifier,0.20588235294117646,-1560,0.19903691813804172,-375,0.55
"('cci', 'squeeze_momentum', 'ema_10_50')",XGBClassifier,0.24091778202676864,-271,0.24074074074074073,-84,0.55
"('ema_20_channel', 'adx_4h', 'macd_slope_4h')",XGBClassifier,0.20889202540578689,-1650,0.19681620839363242,-419,0.5
"('rsi_break_4h', 'ema_10_50', 'ema_20_channel')",XGBClassifier,0.25316455696202533,-117,0.15384615384615385,-45,0.55
"('bb_sqeeze_both_direction_4h', 'rsi_break_4h', 'macd_slope')",XGBClassifier,0.21052631578947367,-209,0.1206896551724138,-88,0.55
"('cci', 'rsi_convergence', 'adx')",XGBClassifier,0.22198275862068967,-258,0.2357142857142857,-74,0.55
"('adx_slope', 'adx_max_48', 'macd_slope')",XGBClassifier,0.20025188916876574,-1428,0.1969178082191781,-354,0.55
"('rsi_break_4h', 'bb_middle_crossing_4h', 'adx_max_21')",XGBClassifier,0.30303030303030304,-13,0.125,-6,0.55
"('williams_break', 'adx_max_4h', 'williams_limit_4h')",XGBClassifier,0.2786885245901639,-54,0.4090909090909091,-4,0.6
"('williams_break', 'adx_max_21', 'macd_slope')",XGBClassifier,0.2712765957446808,-86,0.2972972972972973,-15,0.6
"('bb_middle_crossing', 'candle_4h', 'macd_slope')",XGBClassifier,0.36666666666666664,-16,0.3,-4,0.6
"('bb_sqeeze_both_direction_4h', 'adx_max_48', 'adx_4h')",XGBClassifier,0.19198149575944487,-1598,0.20950965824665677,-391,0.5
"('rsi_break_4h', 'candle_4h', 'adx_max_4h')",XGBClassifier,0.2,-249,0.16326530612244897,-66,0.55
"('macd_convergence', 'bb_sqeeze_both_direction', 'macd_slope_4h')",XGBClassifier,0.2551867219917012,-236,0.2706766917293233,-61,0.6
"('ema_20_channel', 'bb_sqeeze_both_direction', 'macd_slope')",XGBClassifier,0.2336448598130841,-114,0.32653061224489793,-17,0.55
"('adx_slope', 'cci', 'ema_10_50')",XGBClassifier,0.2532051282051282,-154,0.26136363636363635,-42,0.6
"('cci_4h', 'squeeze_momentum', 'adx_max_4h')",XGBClassifier,0.22131147540983606,-136,0.23214285714285715,-30,0.55
"('macd_zero', 'adx_max_48', 'williams_limit_4h')",XGBClassifier,0.17874753451676528,-5212,0.18173076923076922,-1324,0.5
"('adx_slope', 'ema_20_channel', 'adx_max_4h')",XGBClassifier,0.25523012552301255,-117,0.23076923076923078,-35,0.55
"('macd_convergence', 'adx_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.2926829268292683,-153,0.2807017543859649,-50,0.55
"('bb_sqeeze_both_direction_4h', 'rsi_break_4h', 'adx_max_48')",XGBClassifier,0.17089041095890412,-5766,0.17684305744007237,-1429,0.5
"('adx_max_48', 'macd', 'macd_slope')",XGBClassifier,0.20298507462686566,-199,0.21052631578947367,-44,0.55
"('candle_4h', 'adx_max_21', 'adx_max_4h')",XGBClassifier,0.21940928270042195,-266,0.21296296296296297,-62,0.55
"('adx_slope', 'squeeze_momentum', 'macd_slope_4h')",XGBClassifier,0.288,-53,0.3225806451612903,-11,0.55
"('bb_middle_crossing', 'rsi_convergence', 'bb_middle_crossing_4h')",XGBClassifier,0.36283185840707965,-31,0.3103448275862069,-11,0.55
"('cci', 'adx_max_48', 'bb_middle_crossing')",XGBClassifier,0.2702702702702703,-102,0.25806451612903225,-30,0.6
"('adx_slope', 'bb_sqeeze_both_direction_4h', 'macd_max_4h')",XGBClassifier,0.19106382978723405,-2904,0.20477815699658702,-692,0.5
"('squeeze_momentum', 'bb_sqeeze_both_direction', 'macd_slope_4h')",XGBClassifier,0.3181818181818182,-8,0.2,-3,0.55
"('ema_10_50', 'candle_4h', 'adx_max_4h')",XGBClassifier,0.18243849883282456,-3537,0.18394886363636365,-890,0.5
"('rsi_break_4h', 'squeeze_momentum', 'adx_max_4h')",XGBClassifier,1.0,1,0.0,0,0.55
"('rsi_convergence5_40', 'adx_max_21', 'adx')",XGBClassifier,0.2702702702702703,-17,0.38461538461538464,-3,0.55
"('adx_max_48', 'bb_sqeeze_both_direction', 'adx')",XGBClassifier,0.17285965352749183,-5212,0.19111776447105788,-1238,0.5
"('rsi', 'adx_max_4h', 'macd_slope')",XGBClassifier,0.22297297297297297,-246,0.21296296296296297,-62,0.55
"('rsi', 'bb_middle_crossing', 'ema_10_50')",XGBClassifier,0.25874125874125875,-276,0.20359281437125748,-99,0.6
"('adx_slope', 'adx_max_48', 'ema_10_50')",XGBClassifier,0.2055573097568677,-1865,0.2065081351689612,-469,0.5
"('rsi_break_4h', 'ema_20_channel', 'adx_4h')",XGBClassifier,0.29213483146067415,-37,0.21212121212121213,-19,0.55
"('macd', 'rsi_convergence5_40', 'macd_slope')",XGBClassifier,0.1841701381276036,-2881,0.17698343504795117,-741,0.5
"('macd', 'rsi_convergence', 'squeeze_momentum')",XGBClassifier,0.3253012048192771,-29,0.29411764705882354,-7,0.6
"('cci', 'macd_max_4h', 'macd_slope_4h')",XGBClassifier,0.28735632183908044,-37,0.32,-9,0.55
"('adx_slope', 'rsi_convergence', 'adx_max_4h')",XGBClassifier,0.24242424242424243,-221,0.2982456140350877,-46,0.6
"('rsi_convergence', 'ema_10_50', 'macd_slope')",XGBClassifier,0.1748342931652722,-5985,0.1814720812182741,-1506,0.45
"('squeeze_momentum', 'macd_max_4h', 'adx_4h')",XGBClassifier,0.21052631578947367,-99,0.38095238095238093,-10,0.55
"('cci_4h', 'bb_middle_crossing_4h', 'adx_max_21')",XGBClassifier,0.16943412715752676,-6052,0.18032076289553534,-1475,0.5
"('rsi_convergence', 'squeeze_momentum', 'bb_middle_crossing_4h')",XGBClassifier,0.20772058823529413,-636,0.2523364485981308,-159,0.55
"('rsi_convergence5_40', 'bb_sqeeze_both_direction', 'adx_max_21')",XGBClassifier,0.17056562328390995,-5999,0.18165938864628822,-1458,0.5
"('candle_4h', 'rsi_convergence5_40', 'adx_max_21')",XGBClassifier,0.20140845070422536,-424,0.1559633027522936,-150,0.55
"('cci_4h', 'squeeze_momentum', 'adx_max_21')",XGBClassifier,0.23529411764705882,-90,0.075,-34,0.55
"('rsi_break_4h', 'squeeze_momentum', 'ema_20_channel')",XGBClassifier,0.2517985611510791,-69,0.17073170731707318,-27,0.55
"('cci', 'candle_4h', 'macd_slope_4h')",XGBClassifier,0.27419354838709675,-28,0.23076923076923078,-14,0.55
"('rsi', 'bb_middle_crossing', 'williams_limit_4h')",XGBClassifier,0.2209183673469388,-1094,0.2052313883299799,-293,0.5
"('bb_middle_crossing', 'ema_10_50', 'rsi_convergence5_40')",XGBClassifier,0.17436564736499674,-6006,0.179421768707483,-1508,0.5
"('bb_sqeeze_both_direction_4h', 'macd', 'adx_4h')",XGBClassifier,0.21335379892555642,-747,0.22023809523809523,-188,0.55
"('adx_slope', 'cci_4h', 'rsi')",XGBClassifier,0.20499419279907086,-2032,0.20530565167243367,-511,0.5
"('bb_middle_crossing', 'bb_middle_crossing_4h', 'macd_slope')",XGBClassifier,0.2835820895522388,-58,0.28125,-14,0.6
"('adx_slope', 'macd', 'bb_sqeeze_both_direction')",XGBClassifier,0.18995327102803738,-2654,0.195357833655706,-630,0.5
"('macd_max', 'rsi_limit_4h', 'adx_max_4h')",RandomForestClassifier,0.0,0,0.0,0,0.5
"('rsi', 'adx_max_48', 'ema_10_50')",XGBClassifier,0.19643652561247216,-1363,0.19249592169657423,-377,0.55
"('cci', 'ema_20_channel', 'williams_limit_4h')",XGBClassifier,0.2727272727272727,-65,0.19230769230769232,-32,0.6
"('adx_slope', 'rsi_limit_4h', 'ema_10_50')",XGBClassifier,0.24785100286532952,-352,0.20454545454545456,-104,0.55
"('adx_slope', 'candle_4h', 'williams_limit_4h')",XGBClassifier,0.26150121065375304,-197,0.21978021978021978,-51,0.55
"('rsi', 'ema_10_50', 'bb_sqeeze_both_direction')",XGBClassifier,0.1806547218105887,-4741,0.18105263157894738,-1212,0.5
"('macd_zero', 'rsi_limit_4h', 'squeeze_momentum')",XGBClassifier,0.20375079465988558,-1864,0.18531889290012032,-523,0.5
"('adx_4h', 'bb_middle_crossing_4h', 'adx_max_21')",RandomForestClassifier,0.5384615384615384,1,0.4,-1,0.45
"('cci_4h', 'adx_4h', 'adx_max_4h')",XGBClassifier,0.19760479041916168,-404,0.18292682926829268,-104,0.55
"('macd_zero', 'bb_sqeeze_both_direction', 'macd_slope')",XGBClassifier,0.18791593695271452,-3564,0.18668496911461907,-913,0.5
"('macd_zero', 'bb_sqeeze_both_direction', 'adx_max_21')",XGBClassifier,0.21120689655172414,-134,0.28378378378378377,-32,0.55
"('adx_max_48', 'macd', 'squeeze_momentum')",XGBClassifier,0.32222222222222224,-32,0.3157894736842105,-7,0.55
"('squeeze_momentum', 'williams_break', 'bb_sqeeze_both_direction')",XGBClassifier,0.17811130296188074,-4847,0.1893048128342246,-1162,0.5
"('cci_4h', 'ema_10_50', 'williams_break')",XGBClassifier,0.23361034164358263,-577,0.2209737827715356,-149,0.55
"('macd_zero', 'adx_slope', 'macd')",XGBClassifier,0.26277372262773724,-260,0.27672955974842767,-71,0.55
"('macd', 'ema_20_channel', 'candle_4h')",XGBClassifier,0.21271676300578035,-497,0.18518518518518517,-136,0.55
"('macd_zero', 'rsi', 'rsi_convergence5_40')",XGBClassifier,0.20224719101123595,-1484,0.2027231467473525,-393,0.55
"('cci', 'macd_slope', 'williams_limit_4h')",XGBClassifier,0.35135135135135137,-11,0.0,-5,0.6
"('cci', 'rsi_limit_4h', 'macd_slope_4h')",XGBClassifier,0.2647058823529412,-32,0.2631578947368421,-9,0.55
"('squeeze_momentum', 'macd_max_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.6666666666666666,1,0.0,0,0.55
"('macd_zero', 'adx_max_48', 'macd_max_4h')",XGBClassifier,0.24629080118694363,-171,0.2457627118644068,-60,0.55
"('macd_convergence', 'rsi_limit_4h', 'macd_max_4h')",XGBClassifier,0.2503681885125184,-339,0.25252525252525254,-98,0.55
"('macd_zero', 'rsi', 'williams_break')",XGBClassifier,0.24587706146926536,-339,0.22988505747126436,-94,0.6
"('macd_zero', 'adx_max_4h', 'adx')",XGBClassifier,0.21171770972037285,-433,0.22340425531914893,-104,0.55
"('cci_4h', 'macd', 'williams_break')",XGBClassifier,0.22228088701161564,-1052,0.20512820512820512,-276,0.55
"('rsi_convergence', 'adx_4h', 'williams_limit_4h')",XGBClassifier,0.28879310344827586,-98,0.27631578947368424,-34,0.6
"('macd_max', 'rsi_limit_4h', 'bb_middle_crossing')",XGBClassifier,0.18565484446205666,-3173,0.18274509803921568,-809,0.5
"('macd_convergence', 'cci', 'williams_break')",XGBClassifier,0.2985781990521327,-85,0.3142857142857143,-26,0.6
"('macd_max_4h', 'candle_4h', 'macd_slope_4h')",XGBClassifier,0.18095482546201233,-2486,0.18181818181818182,-616,0.5
"('bb_sqeeze_both_direction_4h', 'adx_max_48', 'candle_4h')",XGBClassifier,0.18082936777702244,-2817,0.18238993710691823,-707,0.5
"('ema_10_50', 'candle_4h', 'adx')",XGBClassifier,0.17431706224809673,-5818,0.1792411687745312,-1471,0.45
"('rsi_limit_4h', 'rsi_convergence', 'candle_4h')",XGBClassifier,0.22060957910014514,-385,0.24528301886792453,-108,0.55
"('bb_sqeeze_both_direction_4h', 'bb_sqeeze_both_direction', 'adx_max_4h')",XGBClassifier,0.19816272965879264,-460,0.22099447513812154,-101,0.55
"('rsi_break_4h', 'candle_4h', 'adx')",XGBClassifier,0.17534246575342466,-3792,0.18707940780619112,-930,0.5
"('cci_4h', 'bb_sqeeze_both_direction_4h', 'macd_slope_4h')",XGBClassifier,0.25384615384615383,-64,0.1875,-20,0.6
"('macd_max_4h', 'williams_break', 'macd_slope')",XGBClassifier,0.25588235294117645,-166,0.27631578947368424,-34,0.6
"('rsi_break_4h', 'rsi_convergence5_40', 'macd_slope_4h')",XGBClassifier,0.17407785391456482,-4471,0.18054746651135703,-1097,0.5
"('bb_middle_crossing', 'williams_break', 'adx_max_21')",XGBClassifier,0.2433234421364985,-346,0.22093023255813954,-96,0.6
"('rsi_limit_4h', 'bb_middle_crossing', 'rsi_convergence5_40')",XGBClassifier,0.28888888888888886,-19,0.125,-12,0.6
"('bb_sqeeze_both_direction_4h', 'rsi', 'williams_limit_4h')",XGBClassifier,0.23709677419354838,-326,0.19375,-98,0.55
"('adx_slope', 'bb_middle_crossing', 'williams_break')",XGBClassifier,0.30319148936170215,-74,0.3488372093023256,-13,0.6
"('adx_max_48', 'adx_4h', 'adx_max_21')",XGBClassifier,0.2196969696969697,-74,0.21621621621621623,-21,0.55
"('macd_zero', 'macd', 'adx_4h')",XGBClassifier,0.25263157894736843,-329,0.23880597014925373,-105,0.55
"('adx_slope', 'cci', 'rsi_convergence')",XGBClassifier,0.23917525773195877,-253,0.3233082706766917,-47,0.55
"('cci_4h', 'squeeze_momentum', 'macd_slope')",XGBClassifier,0.27485380116959063,-77,0.2727272727272727,-15,0.55
"('rsi', 'candle_4h', 'macd_slope_4h')",XGBClassifier,0.18069201196070056,-2990,0.19385140905209222,-717,0.5
"('macd_convergence', 'rsi', 'squeeze_momentum')",XGBClassifier,0.2545454545454545,-324,0.2670157068062827,-89,0.6
"('adx_slope', 'bb_sqeeze_both_direction', 'macd_slope')",XGBClassifier,0.20439780109945027,-1183,0.1957894736842105,-289,0.55
"('macd_max', 'adx_max_4h', 'williams_limit_4h')",XGBClassifier,0.20424403183023873,-446,0.24855491329479767,-87,0.55
"('cci_4h', 'bb_sqeeze_both_direction_4h', 'squeeze_momentum')",XGBClassifier,0.17436679174484052,-5554,0.18288119738072967,-1356,0.5
"('adx_4h', 'bb_sqeeze_both_direction', 'macd_slope')",XGBClassifier,0.20163690476190477,-802,0.2116564417177914,-188,0.55
"('adx_slope', 'candle_4h', 'rsi_convergence5_40')",XGBClassifier,0.26174496644295303,-142,0.22826086956521738,-50,0.55
"('macd_max_4h', 'williams_break', 'bb_middle_crossing_4h')",XGBClassifier,0.273972602739726,-66,0.275,-18,0.6
"('macd_zero', 'rsi', 'macd_max_4h')",XGBClassifier,0.2535211267605634,-175,0.25,-54,0.55
"('macd_max', 'rsi', 'macd_slope_4h')",XGBClassifier,0.17333333333333334,-6566,0.18518518518518517,-1581,0.5
"('macd_max', 'rsi', 'ema_10_50')",XGBClassifier,0.18118639861007693,-5138,0.18853255587949466,-1282,0.5
"('macd_zero', 'williams_break', 'macd_slope')",XGBClassifier,0.27461139896373055,-87,0.2926829268292683,-17,0.55
"('squeeze_momentum', 'bb_middle_crossing_4h', 'adx_max_21')",XGBClassifier,0.6,1,0.0,-2,0.55
"('macd_zero', 'macd_max_4h', 'macd_slope')",XGBClassifier,0.2061752988047809,-590,0.21694915254237288,-167,0.55
"('cci_4h', 'bb_middle_crossing_4h', 'macd_slope_4h')",XGBClassifier,0.1708680403331872,-6006,0.18193604148660328,-1472,0.5
"('rsi_convergence', 'bb_middle_crossing_4h', 'rsi_convergence5_40')",XGBClassifier,0.22429906542056074,-236,0.28888888888888886,-57,0.55
"('rsi_convergence', 'adx_max_21', 'macd_slope_4h')",XGBClassifier,0.24611973392461198,-229,0.2537313432835821,-66,0.6
"('cci_4h', 'squeeze_momentum', 'rsi_convergence5_40')",XGBClassifier,0.16888063167673015,-7129,0.17896678966789667,-1740,0.45
"('cci_4h', 'bb_middle_crossing', 'macd_slope')",RandomForestClassifier,0.68,9,0.2,-3,0.45
"('bb_sqeeze_both_direction_4h', 'adx_max_48', 'bb_sqeeze_both_direction')",XGBClassifier,0.17235396182764604,-4532,0.19232970807097882,-1075,0.5
"('cci', 'bb_middle_crossing', 'candle_4h')",XGBClassifier,0.26558265582655827,-173,0.21739130434782608,-52,0.55
"('bb_sqeeze_both_direction_4h', 'adx_max_21', 'macd_slope_4h')",XGBClassifier,0.3333333333333333,-5,0.5,0,0.55
"('rsi_limit_4h', 'rsi_break_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.173903743315508,-3049,0.1746166950596252,-764,0.5
"('cci_4h', 'squeeze_momentum', 'macd_max_4h')",XGBClassifier,0.24113475177304963,-73,0.18518518518518517,-17,0.55
"('rsi_limit_4h', 'adx_max_21', 'adx')",XGBClassifier,0.32,-9,0.5555555555555556,1,0.55
"('adx_slope', 'rsi_limit_4h', 'rsi_convergence5_40')",XGBClassifier,0.21788617886178863,-347,0.2345679012345679,-86,0.55
"('rsi_limit_4h', 'rsi_break_4h', 'macd_slope_4h')",XGBClassifier,0.17394455517303858,-3599,0.17877906976744187,-884,0.5
"('adx_slope', 'adx_max_48', 'bb_middle_crossing')",XGBClassifier,0.28157894736842104,-166,0.25842696629213485,-43,0.6
"('williams_break', 'adx_max_4h', 'adx')",XGBClassifier,0.30927835051546393,-37,0.4444444444444444,-2,0.6
"('rsi_break_4h', 'rsi_convergence', 'williams_limit_4h')",XGBClassifier,0.34782608695652173,-14,0.25,-6,0.55
"('adx_max_21', 'macd_slope_4h', 'adx')",XGBClassifier,0.36,-7,0.25,-2,0.55
"('macd_zero', 'ema_10_50', 'williams_break')",XGBClassifier,0.237,-526,0.2217741935483871,-138,0.55
"('bb_sqeeze_both_direction_4h', 'bb_middle_crossing', 'rsi_convergence5_40')",XGBClassifier,0.2007011393514461,-1366,0.20483870967741935,-366,0.5
"('williams_break', 'ema_20_channel', 'bb_sqeeze_both_direction')",XGBClassifier,0.23742138364779874,-334,0.24539877300613497,-83,0.6
"('cci', 'squeeze_momentum', 'williams_break')",XGBClassifier,0.20367534456355282,-1548,0.22943037974683544,-342,0.5
"('rsi_limit_4h', 'macd', 'rsi_convergence5_40')",XGBClassifier,0.18412408759124088,-3462,0.18920812894183603,-887,0.5
"('macd_max', 'bb_sqeeze_both_direction_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.18009419930589984,-5162,0.18861386138613861,-1258,0.5
"('macd_max', 'bb_middle_crossing_4h', 'macd_slope_4h')",XGBClassifier,0.1817234190410007,-3664,0.18606271777003483,-901,0.5
"('macd_max_4h', 'ema_10_50', 'williams_break')",XGBClassifier,0.3064516129032258,-48,0.22580645161290322,-17,0.6
"('rsi_break_4h', 'williams_break', 'rsi_convergence5_40')",XGBClassifier,0.2832369942196532,-75,0.2894736842105263,-16,0.6
"('ema_10_50', 'rsi_convergence5_40', 'adx_max_21')",XGBClassifier,0.1746987951807229,-5724,0.17831858407079645,-1454,0.5
"('rsi_limit_4h', 'squeeze_momentum', 'macd_max_4h')",XGBClassifier,0.20242914979757085,-147,0.24193548387096775,-32,0.55
"('cci', 'ema_10_50', 'adx_4h')",XGBClassifier,0.2887700534759358,-79,0.25,-30,0.6
"('macd_max', 'cci_4h', 'bb_sqeeze_both_direction_4h')",XGBClassifier,0.17920818038804404,-4894,0.191129883843717,-1170,0.5
"('macd_convergence', 'macd', 'squeeze_momentum')",XGBClassifier,0.32222222222222224,-32,0.3157894736842105,-7,0.6
"('bb_sqeeze_both_direction_4h', 'adx_max_4h', 'adx')",XGBClassifier,0.19865319865319866,-537,0.21395348837209302,-123,0.55
"('bb_middle_crossing', 'ema_20_channel', 'macd_slope')",XGBClassifier,0.32608695652173914,-32,0.30434782608695654,-9,0.6
"('rsi_break_4h', 'adx_4h', 'adx')",XGBClassifier,0.19947229551451187,-1139,0.21428571428571427,-272,0.5
"('cci_4h', 'rsi_convergence', 'adx_max_21')",XGBClassifier,0.20841487279843443,-596,0.25597269624573377,-143,0.55
"('bb_middle_crossing', 'squeeze_momentum', 'macd_max_4h')",XGBClassifier,0.2897196261682243,-45,0.2692307692307692,-12,0.6
"('macd_max_4h', 'bb_middle_crossing_4h', 'macd_slope_4h')",XGBClassifier,0.17236089806163715,-4699,0.17439910564561206,-1165,0.5
"('rsi_convergence', 'macd_max_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.20181219110378912,-724,0.2442528735632184,-178,0.55
"('adx_slope', 'macd_max_4h', 'rsi_convergence5_40')",XGBClassifier,0.19216931216931216,-2909,0.2076923076923077,-684,0.5
"('macd_zero', 'cci', 'macd')",XGBClassifier,0.24382716049382716,-166,0.21505376344086022,-53,0.6
"('macd_convergence', 'cci', 'macd_slope_4h')",XGBClassifier,0.21059190031152647,-929,0.23851203501094093,-239,0.55
"('adx_max_48', 'macd', 'ema_10_50')",XGBClassifier,0.17418792238936123,-5978,0.18057921635434412,-1500,0.45
"('macd_max', 'candle_4h', 'adx_max_4h')",XGBClassifier,0.20424403183023873,-446,0.24855491329479767,-87,0.55
"('cci', 'ema_20_channel', 'adx_max_21')",XGBClassifier,0.2831050228310502,-95,0.19047619047619047,-39,0.6
"('cci', 'bb_sqeeze_both_direction_4h', 'squeeze_momentum')",XGBClassifier,0.1747349008759797,-5644,0.17998163452708907,-1394,0.5
"('cci', 'adx_max_48', 'macd_max_4h')",XGBClassifier,0.17652717652717653,-2690,0.17916260954235638,-659,0.5
"('rsi_break_4h', 'rsi', 'candle_4h')",XGBClassifier,0.17485369746408938,-3667,0.18105263157894738,-909,0.5
"('macd', 'adx_max_21', 'adx_max_4h')",XGBClassifier,0.21581196581196582,-266,0.25,-52,0.55
"('adx_slope', 'rsi_convergence', 'adx_max_21')",XGBClassifier,0.23917525773195877,-253,0.3233082706766917,-47,0.55
"('rsi', 'adx_max_48', 'rsi_convergence')",XGBClassifier,0.22926093514328807,-359,0.2543352601156069,-85,0.55
"('adx_slope', 'cci', 'rsi_break_4h')",XGBClassifier,0.18829740431148262,-2834,0.20035460992907803,-676,0.5
"('macd_max', 'williams_break', 'rsi_convergence5_40')",XGBClassifier,0.26548672566371684,-106,0.23529411764705882,-27,0.55
"('adx_slope', 'bb_sqeeze_both_direction_4h', 'adx_4h')",XGBClassifier,0.23184079601990049,-539,0.248,-126,0.55
"('rsi_convergence', 'macd_max_4h', 'macd_slope')",XGBClassifier,0.20181219110378912,-724,0.2442528735632184,-178,0.55
"('adx_slope', 'bb_middle_crossing_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.2183288409703504,-209,0.14606741573033707,-63,0.55
"('rsi', 'bb_middle_crossing_4h', 'adx_max_21')",XGBClassifier,0.1684717208182912,-4408,0.17249555423829283,-1105,0.5
"('macd_zero', 'cci', 'adx_max_4h')",XGBClassifier,0.35714285714285715,-16,0.4166666666666667,-2,0.6
"('macd_zero', 'adx_4h', 'rsi_convergence5_40')",XGBClassifier,0.23399014778325122,-216,0.211864406779661,-68,0.6
"('rsi', 'macd', 'adx_max_4h')",XGBClassifier,0.25206611570247933,-120,0.2786885245901639,-27,0.55
"('rsi_limit_4h', 'ema_20_channel', 'adx_4h')",XGBClassifier,0.19454056132256825,-1589,0.18683001531393567,-409,0.5
"('rsi', 'macd', 'rsi_convergence')",XGBClassifier,0.2462686567164179,-204,0.2903225806451613,-52,0.55
"('macd', 'adx_4h', 'adx_max_21')",XGBClassifier,0.25862068965517243,-28,0.4166666666666667,-2,0.55
"('adx_slope', 'rsi_break_4h', 'ema_10_50')",XGBClassifier,0.2055573097568677,-1865,0.2065081351689612,-469,0.5
"('cci', 'rsi_limit_4h', 'macd_max_4h')",XGBClassifier,0.1709788029925187,-4222,0.18110236220472442,-1053,0.5
"('rsi', 'macd_slope', 'adx')",XGBClassifier,0.18633895398685338,-2195,0.17713004484304934,-576,0.5
"('cci_4h', 'bb_sqeeze_both_direction_4h', 'rsi_convergence5_40')",XGBClassifier,0.17457602964229726,-4567,0.18321043675553034,-1117,0.5
"('macd_convergence', 'ema_20_channel', 'candle_4h')",XGBClassifier,0.31932773109243695,-43,0.2727272727272727,-15,0.6
"('cci', 'rsi_limit_4h', 'williams_break')",XGBClassifier,0.2508833922261484,-141,0.21686746987951808,-47,0.6
"('williams_break', 'adx_4h', 'adx')",XGBClassifier,0.2925764192139738,-95,0.25862068965517243,-28,0.6
"('rsi_limit_4h', 'candle_4h', 'williams_limit_4h')",XGBClassifier,0.1736176935229068,-4132,0.1856594110115237,-982,0.5
"('rsi', 'adx_4h', 'macd_slope')",XGBClassifier,0.21754385964912282,-322,0.24,-78,0.55
"('adx_4h', 'candle_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.17591269325711317,-4989,0.18373648996397324,-1229,0.5
"('bb_middle_crossing', 'adx_max_4h', 'williams_limit_4h')",RandomForestClassifier,0.52,1,0.0,-5,0.45
