Features,Best Model,Train Precision,Train Reward,Test Precision,Test Reward,Best Threshold
"('macd_convergence', 'bb_sqeeze_both_direction', 'williams_limit_4h')",XGBClassifier,0.305993690851735,-123,0.3146067415730337,-33,0.55
"('macd_max', 'adx_max_48', 'adx_max_4h')",XGBClassifier,0.3082191780821918,-56,0.3055555555555556,-14,0.55
"('macd_convergence', 'rsi_convergence', 'bb_middle_crossing_4h')",XGBClassifier,0.32926829268292684,-28,0.2608695652173913,-11,0.6
"('rsi_convergence', 'adx_max_4h', 'adx')",XGBClassifier,0.19919719016557952,-1199,0.22495274102079396,-291,0.5
"('macd_max', 'macd', 'bb_middle_crossing_4h')",XGBClassifier,0.1845184518451845,-3505,0.1858600583090379,-862,0.5
"('adx_slope', 'squeeze_momentum', 'macd_max_4h')",XGBClassifier,0.1983702571937866,-2369,0.21479229989868287,-563,0.5
"('adx_max_48', 'macd_slope_4h', 'adx_max_4h')",XGBClassifier,0.2231404958677686,-268,0.2396694214876033,-63,0.55
"('adx_slope', 'cci', 'ema_20_channel')",XGBClassifier,0.2727272727272727,-65,0.19230769230769232,-32,0.6
"('bb_sqeeze_both_direction_4h', 'macd_max_4h', 'ema_10_50')",XGBClassifier,0.17962962962962964,-4498,0.18004459308807136,-1148,0.5
"('cci', 'rsi', 'macd')",XGBClassifier,0.20215175537938845,-1052,0.2026431718061674,-270,0.55
"('cci', 'ema_10_50', 'candle_4h')",XGBClassifier,0.23219814241486067,-346,0.23655913978494625,-98,0.55
"('adx_max_48', 'ema_20_channel', 'macd_slope')",XGBClassifier,0.2058011049723757,-426,0.17222222222222222,-118,0.55
"('macd_convergence', 'rsi_convergence', 'williams_break')",XGBClassifier,0.2985781990521327,-85,0.3142857142857143,-26,0.6
"('cci_4h', 'adx_4h', 'macd_slope')",XGBClassifier,0.17982456140350878,-4672,0.18478843063738618,-1177,0.5
"('macd_max', 'rsi', 'bb_middle_crossing')",XGBClassifier,0.22727272727272727,-612,0.22033898305084745,-165,0.55
"('macd_convergence', 'cci', 'adx_max_21')",XGBClassifier,0.22424722662440572,-696,0.24929178470254956,-177,0.55
"('rsi_limit_4h', 'adx_4h', 'williams_limit_4h')",XGBClassifier,0.18307849133537207,-3109,0.18718801996672213,-752,0.5
"('adx_slope', 'cci', 'cci_4h')",XGBClassifier,0.20477716283134284,-2027,0.20509849362688296,-509,0.55
"('cci_4h', 'ema_10_50', 'macd_slope')",XGBClassifier,0.17452989528206284,-5781,0.17998244073748904,-1458,0.5
"('macd_zero', 'ema_10_50', 'macd_slope_4h')",XGBClassifier,0.17874753451676528,-5212,0.18173076923076922,-1324,0.5
"('adx_max_48', 'williams_break', 'adx_max_4h')",XGBClassifier,0.2786885245901639,-54,0.4090909090909091,-4,0.6
"('bb_sqeeze_both_direction_4h', 'ema_10_50', 'williams_break')",XGBClassifier,0.18062025821908692,-4799,0.1826722338204593,-1216,0.5
"('bb_sqeeze_both_direction_4h', 'adx_max_48', 'macd_slope')",XGBClassifier,0.18510158013544017,-2790,0.17781690140845072,-732,0.5
"('macd_convergence', 'adx_max_48', 'bb_middle_crossing_4h')",XGBClassifier,0.32926829268292684,-28,0.2608695652173913,-11,0.6
"('macd_zero', 'bb_sqeeze_both_direction', 'adx_max_4h')",XGBClassifier,0.21171770972037285,-433,0.22340425531914893,-104,0.55
"('adx_4h', 'candle_4h', 'adx_max_4h')",XGBClassifier,0.2,-249,0.16326530612244897,-66,0.55
"('macd_convergence', 'rsi_convergence', 'rsi_convergence5_40')",XGBClassifier,0.21020282728948986,-943,0.23578947368421052,-251,0.55
"('rsi', 'bb_middle_crossing', 'adx_max_21')",XGBClassifier,0.22735346358792186,-614,0.22033898305084745,-165,0.55
"('macd_zero', 'cci_4h', 'macd')",XGBClassifier,0.17874753451676528,-5212,0.18173076923076922,-1324,0.5
"('macd_max', 'bb_sqeeze_both_direction_4h', 'williams_break')",XGBClassifier,0.3076923076923077,-10,0.0,-6,0.6
"('cci_4h', 'rsi', 'bb_middle_crossing')",XGBClassifier,0.17582751290616458,-4270,0.1774193548387097,-1080,0.5
"('rsi', 'adx_max_4h', 'adx')",XGBClassifier,0.2777777777777778,-32,0.1111111111111111,-14,0.55
"('macd_zero', 'bb_sqeeze_both_direction_4h', 'adx_max_48')",XGBClassifier,0.18766547266780875,-4011,0.18674698795180722,-1040,0.5
"('bb_sqeeze_both_direction', 'adx_max_21', 'adx')",XGBClassifier,0.1817705605028811,-2430,0.22120285423037717,-547,0.5
"('cci_4h', 'rsi_break_4h', 'candle_4h')",XGBClassifier,0.1745644031916626,-3997,0.18426103646833014,-987,0.5
"('cci_4h', 'bb_sqeeze_both_direction_4h', 'macd_max_4h')",XGBClassifier,0.17457602964229726,-4567,0.18321043675553034,-1117,0.5
"('bb_middle_crossing_4h', 'macd_slope_4h', 'macd_slope')",XGBClassifier,0.1766854360066961,-4249,0.17551266586248493,-1076,0.5
"('williams_break', 'adx_4h', 'adx_max_4h')",RandomForestClassifier,0.5714285714285714,1,1.0,3,0.45
"('macd_zero', 'ema_10_50', 'bb_sqeeze_both_direction')",XGBClassifier,0.22009569377990432,-117,0.3333333333333333,-13,0.55
"('rsi', 'williams_limit_4h', 'adx')",XGBClassifier,0.2127659574468085,-486,0.18932038834951456,-128,0.55
"('rsi', 'rsi_convergence', 'adx_max_21')",XGBClassifier,0.22165820642978004,-329,0.27218934911242604,-77,0.55
"('adx_slope', 'rsi_convergence5_40', 'adx')",XGBClassifier,0.1858161648177496,-3172,0.18995290423861852,-790,0.5
"('bb_sqeeze_both_direction_4h', 'bb_middle_crossing', 'rsi_convergence')",XGBClassifier,0.25175644028103045,-424,0.22926829268292684,-111,0.55
"('macd_convergence', 'ema_20_channel', 'bb_sqeeze_both_direction')",XGBClassifier,0.29523809523809524,-43,0.28125,-14,0.6
"('macd', 'squeeze_momentum', 'adx_4h')",RandomForestClassifier,0.5862068965517241,5,0.4,-2,0.45
"('adx_max_48', 'macd_slope_4h', 'macd_slope')",XGBClassifier,0.18225419664268586,-2650,0.1743295019157088,-680,0.5
"('cci_4h', 'candle_4h', 'rsi_convergence5_40')",XGBClassifier,0.17326254826254825,-4062,0.1828499369482976,-1006,0.5
"('candle_4h', 'macd_slope_4h', 'williams_limit_4h')",XGBClassifier,0.22829131652661064,-388,0.1761006289308176,-103,0.55
"('cci_4h', 'rsi_limit_4h', 'rsi_break_4h')",XGBClassifier,0.16943412715752676,-6052,0.18032076289553534,-1475,0.5
"('macd_zero', 'cci_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.2166172106824926,-382,0.19318181818181818,-108,0.55
"('macd_max', 'adx_slope', 'bb_sqeeze_both_direction')",XGBClassifier,0.26666666666666666,-7,0.0,-2,0.6
"('adx_max_48', 'adx_4h', 'adx')",XGBClassifier,0.2233502538071066,-109,0.14285714285714285,-35,0.55
"('cci_4h', 'bb_sqeeze_both_direction_4h', 'adx_max_21')",XGBClassifier,0.24489795918367346,-25,0.2727272727272727,-5,0.55
"('bb_middle_crossing_4h', 'macd_slope_4h', 'williams_limit_4h')",XGBClassifier,0.1809659090909091,-2246,0.17406542056074767,-558,0.5
"('cci', 'bb_sqeeze_both_direction_4h', 'williams_limit_4h')",XGBClassifier,0.21319199057714958,-487,0.2079207920792079,-118,0.55
"('cci', 'rsi_convergence', 'rsi_convergence5_40')",XGBClassifier,0.2254697286012526,-263,0.23870967741935484,-81,0.55
"('rsi_break_4h', 'ema_20_channel', 'macd_slope')",XGBClassifier,0.2905982905982906,-49,0.20588235294117646,-20,0.55
"('adx_slope', 'adx_max_48', 'rsi_convergence5_40')",XGBClassifier,0.19455252918287938,-2198,0.20242024202420242,-541,0.5
"('adx_slope', 'rsi', 'macd_slope_4h')",XGBClassifier,0.24390243902439024,-210,0.3368421052631579,-31,0.55
"('cci', 'ema_10_50', 'macd_slope_4h')",XGBClassifier,0.29411764705882354,-21,0.3,-8,0.6
"('adx_slope', 'rsi_convergence', 'williams_limit_4h')",XGBClassifier,0.3333333333333333,-35,0.4827586206896552,-1,0.6
"('rsi', 'williams_break', 'candle_4h')",XGBClassifier,0.2517482517482518,-71,0.2727272727272727,-15,0.6
"('macd_max', 'adx_max_48', 'macd_max_4h')",XGBClassifier,0.21937321937321938,-197,0.2692307692307692,-48,0.55
"('adx_slope', 'rsi_break_4h', 'macd_slope')",XGBClassifier,0.2014449638759031,-1405,0.2,-345,0.55
"('rsi', 'candle_4h', 'williams_limit_4h')",XGBClassifier,0.17935667752442996,-3150,0.18218623481781376,-785,0.5
"('macd_zero', 'cci', 'rsi_break_4h')",XGBClassifier,0.23275862068965517,-248,0.2127659574468085,-81,0.55
"('adx_max_48', 'bb_middle_crossing', 'ema_20_channel')",XGBClassifier,0.22735346358792186,-614,0.22033898305084745,-165,0.55
"('macd', 'macd_max_4h', 'macd_slope')",XGBClassifier,0.18524623943952195,-3055,0.180623973727422,-778,0.5
"('adx_slope', 'cci_4h', 'rsi_break_4h')",XGBClassifier,0.20755326016785022,-1812,0.21146496815286625,-453,0.55
"('macd_convergence', 'cci_4h', 'macd_slope_4h')",XGBClassifier,0.28117359413202936,-179,0.26666666666666666,-56,0.6
"('macd_max', 'adx_slope', 'adx_4h')",XGBClassifier,0.20869803063457332,-2130,0.22111111111111112,-502,0.5
"('rsi_limit_4h', 'ema_10_50', 'bb_middle_crossing_4h')",XGBClassifier,0.19516786946972073,-1943,0.1764004767580453,-543,0.5
"('adx_max_48', 'macd', 'ema_20_channel')",XGBClassifier,0.21107784431137724,-386,0.17006802721088435,-97,0.55
"('adx_max_48', 'bb_sqeeze_both_direction', 'adx_max_4h')",XGBClassifier,0.22857142857142856,-114,0.22413793103448276,-32,0.55
"('macd_convergence', 'bb_sqeeze_both_direction', 'adx_max_21')",XGBClassifier,0.24080560420315236,-592,0.2636363636363636,-156,0.55
"('rsi_break_4h', 'rsi_convergence', 'squeeze_momentum')",XGBClassifier,0.34782608695652173,-14,0.25,-6,0.6
"('squeeze_momentum', 'williams_break', 'adx_max_21')",XGBClassifier,0.26126126126126126,-53,0.32,-9,0.6
"('bb_sqeeze_both_direction_4h', 'adx_max_21', 'adx_max_4h')",XGBClassifier,0.19978858350951373,-568,0.21212121212121213,-133,0.55
"('macd_zero', 'bb_middle_crossing', 'ema_20_channel')",XGBClassifier,0.2361111111111111,-532,0.22426470588235295,-150,0.55
"('rsi_limit_4h', 'rsi_convergence', 'adx_max_4h')",XGBClassifier,0.22060957910014514,-385,0.24528301886792453,-108,0.55
"('macd_max_4h', 'ema_20_channel', 'adx')",XGBClassifier,0.2727272727272727,-40,0.3333333333333333,-5,0.55
"('macd_zero', 'adx_slope', 'rsi_convergence5_40')",XGBClassifier,0.2677165354330709,-177,0.2169811320754717,-60,0.55
"('adx_slope', 'rsi', 'adx_max_21')",XGBClassifier,0.18950301904319555,-2674,0.20206766917293234,-634,0.5
"('adx_max_48', 'squeeze_momentum', 'bb_sqeeze_both_direction')",RandomForestClassifier,0.5714285714285714,1,0.0,-1,0.45
"('rsi_break_4h', 'bb_sqeeze_both_direction', 'adx_max_21')",XGBClassifier,0.20318725099601595,-149,0.27848101265822783,-35,0.55
"('bb_middle_crossing', 'ema_10_50', 'candle_4h')",XGBClassifier,0.28,-66,0.17857142857142858,-18,0.55
"('adx_slope', 'macd', 'macd_slope')",XGBClassifier,0.20430645968953431,-1181,0.1908713692946058,-298,0.55
"('macd_max', 'rsi_break_4h', 'squeeze_momentum')",XGBClassifier,0.17316319409829528,-6557,0.18570287539936103,-1574,0.45
"('bb_middle_crossing', 'squeeze_momentum', 'bb_middle_crossing_4h')",XGBClassifier,0.5263157894736842,1,0.5555555555555556,1,0.6
"('macd_convergence', 'rsi_limit_4h', 'rsi')",XGBClassifier,0.2589118198874296,-257,0.2709677419354839,-71,0.6
"('williams_break', 'adx_4h', 'williams_limit_4h')",XGBClassifier,0.25370675453047775,-299,0.2222222222222222,-80,0.55
"('macd', 'williams_break', 'williams_limit_4h')",XGBClassifier,0.2258852258852259,-449,0.2102803738317757,-124,0.55
"('macd', 'adx_4h', 'candle_4h')",XGBClassifier,0.18449197860962566,-3540,0.17905166312809626,-907,0.5
"('adx_slope', 'bb_sqeeze_both_direction_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.1899886234357224,-2725,0.2,-654,0.5
"('macd_max_4h', 'rsi_convergence5_40', 'adx_max_21')",XGBClassifier,0.18561813673397096,-1775,0.1815856777493606,-498,0.5
"('macd_max', 'rsi_break_4h', 'adx_max_4h')",XGBClassifier,0.17316319409829528,-6557,0.18570287539936103,-1574,0.5
"('adx_slope', 'macd_convergence', 'rsi_convergence')",XGBClassifier,0.18634552698297718,-3464,0.19730305180979418,-853,0.5
"('macd_max', 'adx_max_48', 'candle_4h')",XGBClassifier,0.17657780815675553,-5678,0.1879255560599183,-1375,0.5
"('ema_20_channel', 'candle_4h', 'williams_limit_4h')",XGBClassifier,0.24857142857142858,-176,0.2,-48,0.6
"('macd_max', 'cci', 'macd_max_4h')",XGBClassifier,0.17383785983114639,-6413,0.18403908794788273,-1552,0.5
"('williams_break', 'candle_4h', 'macd_slope')",XGBClassifier,0.26222222222222225,-107,0.2708333333333333,-22,0.6
"('cci_4h', 'ema_20_channel', 'bb_middle_crossing_4h')",XGBClassifier,0.271356783919598,-91,0.11320754716981132,-41,0.55
"('adx_max_48', 'macd_slope', 'adx')",XGBClassifier,0.17929562433297758,-3606,0.1831578947368421,-903,0.5
"('adx_slope', 'williams_break', 'macd_slope')",XGBClassifier,0.25316455696202533,-273,0.25396825396825395,-62,0.6
"('macd_zero', 'bb_middle_crossing_4h', 'macd_slope')",XGBClassifier,0.1787024300779459,-5606,0.18083670715249664,-1419,0.45
"('rsi_limit_4h', 'rsi', 'ema_10_50')",XGBClassifier,0.17701984178446376,-4981,0.17848036715961244,-1261,0.5
"('cci_4h', 'bb_sqeeze_both_direction_4h', 'ema_10_50')",XGBClassifier,0.17962962962962964,-4498,0.18004459308807136,-1148,0.5
"('cci_4h', 'rsi_limit_4h', 'williams_limit_4h')",XGBClassifier,0.17820683533067022,-2900,0.1732495511669659,-728,0.5
"('adx_max_48', 'ema_10_50', 'ema_20_channel')",XGBClassifier,0.27884615384615385,-46,0.1724137931034483,-19,0.55
"('rsi_limit_4h', 'bb_middle_crossing_4h', 'macd_slope')",XGBClassifier,0.1774193548387097,-4080,0.17584480600750937,-1036,0.5
"('cci', 'bb_sqeeze_both_direction_4h', 'rsi_limit_4h')",XGBClassifier,0.2159090909090909,-250,0.18421052631578946,-72,0.55
"('macd', 'ema_10_50', 'macd_slope')",XGBClassifier,0.25,-8,0.0,-4,0.55
"('bb_middle_crossing', 'macd_slope', 'williams_limit_4h')",XGBClassifier,0.22735346358792186,-614,0.22033898305084745,-165,0.55
"('macd_convergence', 'adx_max_21', 'williams_limit_4h')",XGBClassifier,0.26148409893992935,-270,0.26811594202898553,-64,0.6
"('bb_sqeeze_both_direction_4h', 'adx_max_48', 'rsi_convergence5_40')",XGBClassifier,0.1705310396409873,-4405,0.1763327475102519,-1105,0.5
"('bb_sqeeze_both_direction_4h', 'williams_break', 'bb_middle_crossing_4h')",XGBClassifier,0.2128133704735376,-1031,0.1963470319634703,-266,0.5
"('cci', 'rsi_break_4h', 'adx_4h')",XGBClassifier,0.1803558371922983,-2623,0.19516908212560385,-631,0.5
"('cci', 'adx_max_48', 'ema_10_50')",XGBClassifier,0.26455026455026454,-178,0.24347826086956523,-59,0.55
"('cci_4h', 'macd_max_4h', 'ema_10_50')",XGBClassifier,0.19929245283018868,-510,0.2175732217573222,-135,0.55
"('rsi_limit_4h', 'rsi_convergence5_40', 'adx')",XGBClassifier,0.17242071457246086,-3264,0.16759776536312848,-833,0.5
"('rsi', 'bb_middle_crossing', 'adx_max_4h')",XGBClassifier,0.4339622641509434,-7,0.25,-4,0.6
"('rsi_convergence', 'williams_break', 'ema_20_channel')",XGBClassifier,0.30718954248366015,-59,0.358974358974359,-11,0.6
"('rsi_break_4h', 'macd', 'ema_10_50')",XGBClassifier,0.1753965536916581,-5689,0.18072824156305506,-1438,0.5
"('bb_sqeeze_both_direction_4h', 'rsi_convergence', 'candle_4h')",XGBClassifier,0.1833984375,-3242,0.1946969696969697,-806,0.5
"('macd_zero', 'macd', 'williams_limit_4h')",XGBClassifier,0.20696937697993664,-1110,0.18805309734513273,-282,0.55
"('bb_sqeeze_both_direction_4h', 'squeeze_momentum', 'williams_limit_4h')",XGBClassifier,0.17341935483870968,-5062,0.1815843621399177,-1238,0.5
"('cci_4h', 'williams_break', 'candle_4h')",XGBClassifier,0.2857142857142857,-18,0.23076923076923078,-7,0.6
"('macd_max_4h', 'macd_slope', 'williams_limit_4h')",XGBClassifier,0.17639682318517486,-4645,0.17455790074158586,-1141,0.5
"('adx_slope', 'squeeze_momentum', 'rsi_convergence5_40')",XGBClassifier,0.23868312757201646,-254,0.2391304347826087,-72,0.55
"('adx_4h', 'candle_4h', 'macd_slope_4h')",XGBClassifier,0.1835815725666782,-3654,0.18441196938065413,-907,0.5
"('adx_slope', 'macd', 'ema_20_channel')",XGBClassifier,0.2624113475177305,-67,0.3103448275862069,-11,0.6
"('rsi_convergence', 'adx_max_4h', 'macd_slope')",XGBClassifier,0.27906976744186046,-19,0.4375,-2,0.6
"('adx_4h', 'adx_max_21', 'williams_limit_4h')",XGBClassifier,0.24848484848484848,-83,0.16666666666666666,-32,0.6
"('adx_slope', 'adx_max_48', 'williams_limit_4h')",XGBClassifier,0.1868654136962627,-2899,0.19720767888307156,-694,0.5
"('macd_zero', 'bb_sqeeze_both_direction_4h', 'macd')",XGBClassifier,0.19865494050698396,-1165,0.21172022684310018,-305,0.55
"('adx_4h', 'adx_max_21', 'macd_slope')",XGBClassifier,0.24242424242424243,-34,0.3,-8,0.55
"('rsi_break_4h', 'rsi_convergence', 'adx_max_4h')",XGBClassifier,0.34782608695652173,-14,0.25,-6,0.55
"('macd_convergence', 'bb_middle_crossing_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.32926829268292684,-28,0.2608695652173913,-11,0.6
"('macd', 'bb_middle_crossing', 'williams_break')",XGBClassifier,0.2433234421364985,-346,0.22093023255813954,-96,0.6
"('adx_max_48', 'ema_10_50', 'bb_middle_crossing_4h')",XGBClassifier,0.20556745182012848,-275,0.1721311475409836,-80,0.55
"('squeeze_momentum', 'bb_sqeeze_both_direction', 'williams_limit_4h')",XGBClassifier,0.17599115899986187,-4691,0.18822876179900055,-1123,0.5
"('bb_sqeeze_both_direction_4h', 'adx_max_48', 'williams_break')",XGBClassifier,0.24607329842931938,-388,0.23295454545454544,-94,0.6
"('macd_max', 'macd', 'adx_max_4h')",XGBClassifier,0.18428233581953793,-3471,0.18615040953090098,-843,0.5
"('bb_sqeeze_both_direction', 'adx_max_21', 'macd_slope')",XGBClassifier,0.20967741935483872,-72,0.3157894736842105,-14,0.55
"('rsi_limit_4h', 'ema_10_50', 'adx_max_4h')",XGBClassifier,0.20476190476190476,-372,0.21019108280254778,-91,0.55
"('cci_4h', 'macd_max_4h', 'candle_4h')",XGBClassifier,0.17598908594815826,-3800,0.18297587131367293,-946,0.5
"('bb_middle_crossing', 'macd_slope_4h', 'adx_max_4h')",XGBClassifier,0.3595505617977528,-25,0.3125,-6,0.6
"('adx_slope', 'bb_sqeeze_both_direction_4h', 'adx')",XGBClassifier,0.24267100977198697,-316,0.2564102564102564,-76,0.55
"('adx_max_48', 'bb_middle_crossing_4h', 'adx_max_4h')",XGBClassifier,0.22857142857142856,-114,0.22413793103448276,-32,0.55
"('adx_max_48', 'rsi_convergence5_40', 'adx_max_4h')",XGBClassifier,0.25,-72,0.1388888888888889,-26,0.6
"('rsi_limit_4h', 'ema_20_channel', 'bb_middle_crossing_4h')",XGBClassifier,0.297029702970297,-41,0.16666666666666666,-20,0.6
"('macd_zero', 'macd_max_4h', 'adx')",XGBClassifier,0.2484076433121019,-79,0.17543859649122806,-37,0.55
"('adx_max_48', 'ema_10_50', 'candle_4h')",XGBClassifier,0.17767015039510578,-5058,0.1833996023856859,-1274,0.5
"('macd_max', 'macd_zero', 'squeeze_momentum')",XGBClassifier,0.21644295302013422,-338,0.20261437908496732,-91,0.55
"('macd_max', 'rsi_limit_4h', 'rsi_break_4h')",XGBClassifier,0.17316319409829528,-6557,0.18570287539936103,-1574,0.5
"('rsi_limit_4h', 'rsi', 'candle_4h')",XGBClassifier,0.17744448772886637,-3312,0.1772831926323868,-841,0.5
"('adx_slope', 'ema_20_channel', 'bb_middle_crossing_4h')",XGBClassifier,0.2709677419354839,-71,0.17073170731707318,-27,0.6
"('macd_max', 'cci', 'macd_slope')",XGBClassifier,0.24509803921568626,-52,0.17142857142857143,-23,0.55
"('adx_max_48', 'rsi_convergence', 'bb_sqeeze_both_direction')",XGBClassifier,0.22366863905325443,-467,0.2697095435684647,-111,0.55
"('rsi', 'macd', 'macd_slope')",XGBClassifier,0.18508997429305912,-4165,0.1864705882352941,-1066,0.5
"('rsi_break_4h', 'bb_sqeeze_both_direction', 'macd_slope_4h')",XGBClassifier,0.17938849689972206,-2999,0.1776259607173356,-755,0.5
"('rsi', 'macd_max_4h', 'adx_max_21')",XGBClassifier,0.1834349593495935,-1246,0.18323586744639375,-325,0.5
"('macd_zero', 'macd_convergence', 'williams_limit_4h')",XGBClassifier,0.25363825363825365,-237,0.2916666666666667,-50,0.6
"('ema_10_50', 'bb_sqeeze_both_direction', 'macd_slope_4h')",XGBClassifier,0.18142347650798574,-4109,0.18545454545454546,-1038,0.5
"('rsi_limit_4h', 'squeeze_momentum', 'macd_slope_4h')",XGBClassifier,0.23872679045092837,-197,0.23958333333333334,-50,0.55
"('cci', 'bb_sqeeze_both_direction', 'williams_limit_4h')",XGBClassifier,0.19077724060989215,-1663,0.2063253012048193,-390,0.5
"('rsi_limit_4h', 'bb_middle_crossing', 'squeeze_momentum')",XGBClassifier,0.2556390977443609,-65,0.27906976744186046,-19,0.6
"('bb_sqeeze_both_direction', 'macd_slope', 'williams_limit_4h')",XGBClassifier,0.21217547000895254,-643,0.22033898305084745,-165,0.55
"('bb_sqeeze_both_direction_4h', 'macd', 'bb_middle_crossing')",XGBClassifier,0.24758454106280192,-418,0.23857868020304568,-103,0.55
"('rsi', 'williams_break', 'ema_20_channel')",XGBClassifier,0.25970149253731345,-161,0.15789473684210525,-52,0.6
"('rsi', 'bb_middle_crossing', 'macd_slope_4h')",XGBClassifier,0.2456575682382134,-410,0.1935483870967742,-133,0.6
"('williams_break', 'bb_sqeeze_both_direction', 'adx')",XGBClassifier,0.2627986348122867,-139,0.2840909090909091,-38,0.6
"('candle_4h', 'adx_max_21', 'macd_slope')",XGBClassifier,0.18536036036036035,-2794,0.1774622892635315,-727,0.5
"('cci', 'cci_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.21525885558583105,-418,0.26737967914438504,-87,0.55
"('bb_middle_crossing', 'rsi_convergence', 'adx_4h')",XGBClassifier,0.27429805615550756,-209,0.28776978417266186,-59,0.6
